time_day,hour,generation_pv,consumption,surplus,grid consumption,use_power_pv1,use_power_grid1,battery_stat1,en_battery_grid1,en_battery_pv1,en_dump1 
19.0,8491.0,0.0,5681.273804775487,0.0,5681.273804775487,0.0,5681.273804775487,1500.0,0.0,0.0,0.0
20.0,8492.0,0.0,5456.0250636169885,0.0,5456.0250636169885,0.0,5456.0250636169885,1500.0,0.0,0.0,0.0
21.0,8493.0,0.0,5781.384356401488,0.0,5781.384356401488,0.0,5781.384356401488,1500.0,0.0,0.0,0.0
22.0,8494.0,0.0,6469.644398830236,0.0,6469.644398830236,0.0,6469.644398830236,1500.0,0.0,0.0,0.0
23.0,8495.0,0.0,4392.350452590741,0.0,4392.350452590741,0.0,4392.350452590741,1500.0,0.0,0.0,0.0
24.0,8496.0,0.0,4016.9358839932415,0.0,4016.9358839932415,0.0,4016.9358839932415,1500.0,0.0,0.0,0.0
1.0,8497.0,0.0,3328.675841564493,0.0,3328.675841564493,0.0,3328.675841564493,1500.0,0.0,0.0,0.0
2.0,8498.0,0.0,3278.620565751493,0.0,3278.620565751493,0.0,3278.620565751493,1500.0,0.0,0.0,0.0
3.0,8499.0,0.0,3453.8140310969925,0.0,3453.8140310969925,0.0,4853.814031096992,2900.0,1400.0,0.0,0.0
4.0,8500.0,0.0,3516.383125863242,0.0,3516.383125863242,0.0,4916.383125863242,4300.0,1400.0,0.0,0.0
5.0,8501.0,0.0,2853.150721340994,0.0,2853.150721340994,0.0,53.150721340994096,1500.0,0.0,0.0,0.0
6.0,8502.0,0.0,2940.747454013744,0.0,2940.747454013744,0.0,2940.747454013744,1500.0,0.0,0.0,0.0
7.0,8503.0,0.0,2853.150721340994,0.0,2853.150721340994,0.0,2853.150721340994,1500.0,0.0,0.0,0.0
8.0,8504.0,0.0,3253.592927844993,0.0,3253.592927844993,0.0,3253.592927844993,1500.0,0.0,0.0,0.0
9.0,8505.0,526.9254928896,4517.48864212324,0.0,1882.8611776752405,526.9254928896,3990.5631492336406,1500.0,0.0,0.0,0.0
10.0,8506.0,1138.7709435648,6106.743649185987,0.0,412.8889313619866,1138.7709435648,4967.972705621187,1500.0,0.0,0.0,0.0
11.0,8507.0,1606.4834268672003,6344.506209297737,0.0,0.0,1606.4834268672003,4738.022782430537,1500.0,0.0,0.0,0.0
12.0,8508.0,1829.8125393408002,5405.969787803989,0.0,0.0,1829.8125393408002,3576.157248463189,1500.0,0.0,0.0,0.0
13.0,8509.0,1861.1094098688002,6569.754950456237,0.0,0.0,1861.1094098688002,4708.645540587437,1500.0,0.0,0.0,0.0
14.0,8510.0,1665.6964364544,6682.379321035485,0.0,0.0,1665.6964364544,5016.682884581085,1500.0,0.0,0.0,0.0
15.0,8511.0,1284.5105952000004,6845.058967427735,0.0,422.50599142773444,1284.5105952000004,5560.548372227735,1500.0,0.0,0.0,0.0
16.0,8512.0,733.9534546176001,5643.7323479157385,0.0,1973.9650748277381,733.9534546176001,4909.778893298138,1500.0,0.0,0.0,0.0
17.0,8513.0,0.0,5994.119278606737,0.0,5994.119278606737,0.0,5994.119278606737,1500.0,0.0,0.0,0.0
18.0,8514.0,0.0,4429.891909450491,0.0,4429.891909450491,0.0,4429.891909450491,1500.0,0.0,0.0,0.0
19.0,8515.0,0.0,8421.800155537232,0.0,8421.800155537232,0.0,8421.800155537232,1500.0,0.0,0.0,0.0
20.0,8516.0,0.0,10373.955912244228,0.0,10373.955912244228,0.0,10373.955912244228,1500.0,0.0,0.0,0.0
